V1,id,question,sexual_orientation,age,marital_status,demographic_race,gender,ethnicity,residency_type,education,RE_job,ownership,treatment,property_chosen,abs_value_diff,value_diff,p_id,Index,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,nb_race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,log_abs_diff,log_white_diff,nb_is_white,street_view_person
471,155,20s,Heterosexual,34,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,10000,-10000,2,43312,p20s-1,p20n-1,7005,15,53262,36,white,6,4,2,2710,2006,2976.315789,36.1,0.7302779865,['Southeast Delco School District'],0.07648870637,6,0.4060574949,0.1765913758,42045403002,42,403002,"Census Tract 4030.02, Delaware County, Pennsylvania",983090,0.38,45,20,39.9115332,-75.2929394,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/82539d79e7000584?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
472,157,20s,Heterosexual,47,Married,White,Male,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,"I currently own property.,I have owned property in the past that I do not currently own.",1,Property 2,50000,-50000,2,43312,p20s-1,p20n-1,7005,15,53262,36,white,6,4,2,2710,2006,2976.315789,36.1,0.7302779865,['Southeast Delco School District'],0.07648870637,6,0.4060574949,0.1765913758,42045403002,42,403002,"Census Tract 4030.02, Delaware County, Pennsylvania",983090,0.38,45,20,39.9115332,-75.2929394,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/82539d79e7000584?cells=test""""></iframe>",white alone,50000,10.8197782844103,10.8197782844103,1,0
473,158,20s,Heterosexual,33,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 1,6000,6000,1,43202,p20s-1,p20n-1,7362,15,57206,35,black,6.2,4,2,2715,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-6000,8.69951474821019,-8.69951474821019,0,1
474,163,20s,Heterosexual,40,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,4000,4000,1,43202,p20s-1,p20n-1,7362,15,57206,35,black,6.2,4,2,2715,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-4000,8.29404964010203,-8.29404964010203,0,1
475,164,20s,Homosexual,59,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,10000,10000,1,43202,p20s-1,p20n-1,7362,15,57206,35,black,6.2,4,2,2715,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-10000,9.21034037197618,-9.21034037197618,0,1
476,167,20s,Heterosexual,57,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,5000,5000,1,43202,p20s-1,p20n-1,7362,15,57206,35,black,6.2,4,2,2715,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-5000,8.51719319141624,-8.51719319141624,0,1
477,168,20s,Heterosexual,68,In a domestic partnership,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,Other (please explain):,I have owned property in the past that I do not currently own.,1,Property 2,10000,-10000,2,43312,p20s-1,p20n-1,7005,15,53262,36,white,6,4,2,2710,2006,2976.315789,36.1,0.7302779865,['Southeast Delco School District'],0.07648870637,6,0.4060574949,0.1765913758,42045403002,42,403002,"Census Tract 4030.02, Delaware County, Pennsylvania",983090,0.38,45,20,39.9115332,-75.2929394,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/82539d79e7000584?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
478,172,20s,Heterosexual,30,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I am currently working in this field.,I currently own property.,1,Property 2,30000,-30000,2,43312,p20s-1,p20n-1,7005,15,53262,36,white,6,4,2,2710,2006,2976.315789,36.1,0.7302779865,['Southeast Delco School District'],0.07648870637,6,0.4060574949,0.1765913758,42045403002,42,403002,"Census Tract 4030.02, Delaware County, Pennsylvania",983090,0.38,45,20,39.9115332,-75.2929394,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/82539d79e7000584?cells=test""""></iframe>",white alone,30000,10.3089526606443,10.3089526606443,1,0
479,173,20s,Heterosexual,41,Married,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 1,5000,5000,1,43202,p20s-1,p20n-1,7362,15,57206,35,black,6.2,4,2,2715,2004,2670.984456,36.4,0.2125263899,['Southeast Delco School District'],0.0775973189,6.2,0.3944315545,0.192575406,42045402800,42,402800,"Census Tract 4028, Delaware County, Pennsylvania",1998625,0.772,45,20,39.9074332,-75.2677873,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c40c19ed10325f14?cells=test""""></iframe>",black,-5000,8.51719319141624,-8.51719319141624,0,1
480,73,25s,Heterosexual,33,Widowed,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,10000,-10000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
481,74,25s,Heterosexual,44,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,48000,-48000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,48000,10.77895628989,10.77895628989,1,0
482,78,25s,Heterosexual,42,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently own property.,1,Property 1,5000,5000,1,50378,p25s-1,p25n-1,5292,8,69138,33,black,5.6,4,2,2716,1985,1796.423659,34.1,0.4433471933,"['Arlington Independent School District', 'Mansfield Independent School District']",0.08911307272,5.6,0.2282471627,0.2320302648,48439111541,48,111541,"Census Tract 1115.41, Tarrant County, Texas",1883536,0.727,439,25,32.6517824,-97.1085625,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/e2a5464db48fb476?cells=test""""></iframe>",technically white alone but high black,-5000,8.51719319141624,-8.51719319141624,0,1
483,81,25s,Heterosexual,32,In a domestic partnership,Black or African American,Male,Yes,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,7000,-7000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,7000,8.85366542803745,8.85366542803745,1,0
484,82,25s,Heterosexual,41,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,75000,-75000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,75000,11.2252433925184,11.2252433925184,1,0
485,87,25s,Heterosexual,28,In a domestic partnership,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,210000,-210000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,210000,12.2548628096996,12.2548628096996,1,0
486,88,25s,Heterosexual,47,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,80000,-80000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,80000,11.289781913656,11.289781913656,1,0
487,89,25s,Heterosexual,43,Single,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 2,30000,-30000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,30000,10.3089526606443,10.3089526606443,1,0
488,92,25s,Heterosexual,30,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 2,17000,-17000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,17000,9.74096862303835,9.74096862303835,1,0
489,94,25s,Heterosexual,33,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,65000,-65000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,65000,11.0821425488778,11.0821425488778,1,0
490,97,25s,Heterosexual,60,In a domestic partnership,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,"I currently own property.,I have owned property in the past that I do not currently own.",1,Property 2,12000,-12000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,12000,9.39266192877014,9.39266192877014,1,0
491,99,25s,Heterosexual,27,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have previously worked in this field.,I currently rent from a property owner or management company,1,Property 1,15000,15000,1,50378,p25s-1,p25n-1,5292,8,69138,33,black,5.6,4,2,2716,1985,1796.423659,34.1,0.4433471933,"['Arlington Independent School District', 'Mansfield Independent School District']",0.08911307272,5.6,0.2282471627,0.2320302648,48439111541,48,111541,"Census Tract 1115.41, Tarrant County, Texas",1883536,0.727,439,25,32.6517824,-97.1085625,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/e2a5464db48fb476?cells=test""""></iframe>",technically white alone but high black,-15000,9.61580548008435,-9.61580548008435,0,1
492,102,25s,Heterosexual,33,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,10000,-10000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
493,103,25s,Heterosexual,36,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 1,5000,5000,1,50378,p25s-1,p25n-1,5292,8,69138,33,black,5.6,4,2,2716,1985,1796.423659,34.1,0.4433471933,"['Arlington Independent School District', 'Mansfield Independent School District']",0.08911307272,5.6,0.2282471627,0.2320302648,48439111541,48,111541,"Census Tract 1115.41, Tarrant County, Texas",1883536,0.727,439,25,32.6517824,-97.1085625,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/e2a5464db48fb476?cells=test""""></iframe>",technically white alone but high black,-5000,8.51719319141624,-8.51719319141624,0,1
494,106,25s,Heterosexual,62,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 2,55000,-55000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,55000,10.9150884642146,10.9150884642146,1,0
495,108,25s,Heterosexual,59,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,Other (please explain):,I currently rent from a property owner or management company,1,Property 2,8000,-8000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,8000,8.98719682066197,8.98719682066197,1,0
496,109,25s,Heterosexual,46,Separated,White,Female,No,Rural area: I live outside a metropolitan area.,High school,I have previously worked in this field.,I currently own property.,1,Property 2,500,-500,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,500,6.21460809842219,6.21460809842219,1,0
497,110,25s,Heterosexual,55,In a domestic partnership,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,30000,-30000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,30000,10.3089526606443,10.3089526606443,1,0
498,112,25s,Heterosexual,47,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,10000,-10000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
499,116,25s,Heterosexual,27,Single,East Asian,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,125000,-125000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,125000,11.7360690162844,11.7360690162844,1,0
500,118,25s,Heterosexual,58,Single,Black or African American,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,8000,-8000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,8000,8.98719682066197,8.98719682066197,1,0
501,120,25s,Heterosexual,43,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,12000,-12000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,12000,9.39266192877014,9.39266192877014,1,0
502,121,25s,Heterosexual,38,In a domestic partnership,East Asian,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,"I have owned property in the past that I do not currently own.,I currently rent from a property owner or management company",1,Property 2,50000,-50000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,50000,10.8197782844103,10.8197782844103,1,0
503,122,25s,Heterosexual,56,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,5000,-5000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,5000,8.51719319141624,8.51719319141624,1,0
504,124,25s,Heterosexual,60,In a domestic partnership,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Ph.D,I have never studied or worked in this field.,I currently own property.,1,Property 1,2500,2500,1,50378,p25s-1,p25n-1,5292,8,69138,33,black,5.6,4,2,2716,1985,1796.423659,34.1,0.4433471933,"['Arlington Independent School District', 'Mansfield Independent School District']",0.08911307272,5.6,0.2282471627,0.2320302648,48439111541,48,111541,"Census Tract 1115.41, Tarrant County, Texas",1883536,0.727,439,25,32.6517824,-97.1085625,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/e2a5464db48fb476?cells=test""""></iframe>",technically white alone but high black,-2500,7.82404601085629,-7.82404601085629,0,1
505,126,25s,Heterosexual,38,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently own property.,1,Property 2,15000,-15000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,15000,9.61580548008435,9.61580548008435,1,0
506,127,25s,Heterosexual,34,Single,Black or African American,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,50000,-50000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,50000,10.8197782844103,10.8197782844103,1,0
507,128,25s,Heterosexual,48,Single,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,15000,15000,1,50378,p25s-1,p25n-1,5292,8,69138,33,black,5.6,4,2,2716,1985,1796.423659,34.1,0.4433471933,"['Arlington Independent School District', 'Mansfield Independent School District']",0.08911307272,5.6,0.2282471627,0.2320302648,48439111541,48,111541,"Census Tract 1115.41, Tarrant County, Texas",1883536,0.727,439,25,32.6517824,-97.1085625,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/e2a5464db48fb476?cells=test""""></iframe>",technically white alone but high black,-15000,9.61580548008435,-9.61580548008435,0,1
508,130,25s,Heterosexual,60,Married,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 2,10000,-10000,2,50298,p25s-1,p25n-1,4421,7,72361,34,white,6,4,2,2710,1987,1378.448276,34.7,0.7052056931,"['Arlington Independent School District', 'Kennedale Independent School District']",0.0606242497,6,0.2223889556,0.3238295318,48439121611,48,121611,"Census Tract 1216.11, Tarrant County, Texas",3003370,1.16,439,25,32.6758812,-97.2110189,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2c2843fd731f1f39?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
